UF	Município	ID	Nº Processo	Vinculada	Termo/Nº Convênio	Ano Termo/Convênio	Programa	Fonte	Esfera	Tipologia	Situação da Obra	% Executado (Informado pelo Municípo	Última Vistoria Instituição	% Executado Empresa	Última Vistoria Empresa	Empresa realizadora da Supervisão	Restrições	Inconformidades
BA	Caém	1015218	23400004487201404	NÃO	30121	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	32.37%	18/08/2016	6.38%	28/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Caetité	1015222	23400004489201495	NÃO	29982	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	45.76%	26/08/2016	24.75%	25/08/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Caetité	1015224	23400004489201495	NÃO	29982	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	27.88%	26/08/2016	21.93%	13/04/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
MA	Apicum-Açu	1015225	23400004514201431	NÃO	30027	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	62.54%	21/07/2016	5.25%	13/01/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Apicum-Açu	1015227	23400004514201431	NÃO	30027	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	69.34%	18/07/2016	0.12%	13/01/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
BA	Irará	1015228	23400004490201410	NÃO	31645	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	88.37%	12/08/2016	16.90%	30/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Malhada de Pedras	1015229	23400004491201464	SIM	30146	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	40.33%	01/08/2016	21.40%	13/02/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Mundo Novo	1015230	23400004494201406	NÃO	30151	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	44.91%	15/08/2016	17.33%	26/03/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
MA	Arari	1015236	23400004521201432	NÃO	30029	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	86.20%	12/08/2016	15.89%	15/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
BA	Teolândia	1015242	23400004498201486	NÃO	30168	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	22.79%	08/07/2016	20.13%	28/01/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
CE	Araripe	1015243	23400004499201421	NÃO	34062	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	0.00%		0.00%	10/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
GO	Jataí	1015244	23400004500201417	NÃO	30226	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Paralisada	38.17%	08/08/2016	29.28%	22/03/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MA	Balsas	1015245	23400004529201407	NÃO	30030	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	99.99%	18/04/2016	48.27%	25/11/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MA	Balsas	1015246	23400004529201407	NÃO	30030	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	41.47%	27/07/2016	17.21%	25/11/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
BA	Anagé	1015247	23400004531201478	NÃO	30098	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	87.69%	05/08/2016	21.02%	15/07/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Araças	1015248	23400004532201412	NÃO	30291	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Concluída	100.00%	27/06/2016	51.38%	13/03/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
CE	Araripe	1015249	23400004533201467	NÃO	31473	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	96.32%	15/08/2016	25.37%	26/02/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Tamboril	1015250	23400004534201410	NÃO	30205	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	92.01%	26/07/2016	44.70%	16/03/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Barra do Corda	1015251	23400004536201409	NÃO	30034	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	34.21%	29/07/2016	28.29%	25/01/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MA	Barra do Corda	1015252	23400004536201409	NÃO	30034	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	73.89%	29/07/2016	19.65%	25/01/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Barra do Corda	1015253	23400004536201409	NÃO	30034	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	61.58%	29/07/2016	15.97%	29/04/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Barra do Corda	1015254	23400004536201409	NÃO	30034	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	45.16%	12/07/2016	15.85%	29/04/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Barra do Corda	1015255	23400004539201434	NÃO	30246	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	57.93%	29/07/2016	16.33%	28/04/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MS	Anastácio	1015265	23400004440201432	NÃO	29738	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	41.06%	23/08/2016	24.26%	12/01/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
AL	Campo Alegre	1015266	23400004537201445	NÃO	30060	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	63.52%	28/07/2016	29.31%	27/01/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
AL	Limoeiro de Anadia	1015267	23400004540201469	NÃO	29931	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	66.59%	17/08/2016	48.25%	24/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	NÃO
AL	Limoeiro de Anadia	1015268	23400004540201469	NÃO	29931	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	86.32%	17/08/2016	52.81%	27/01/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
AL	Limoeiro de Anadia	1015269	23400004540201469	NÃO	29931	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	73.11%	17/08/2016	47.49%	27/01/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
AL	Passo de Camaragibe	1015270	23400004542201458	NÃO	29941	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	21.50%	22/07/2016	0.00%	14/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
AL	Passo de Camaragibe	1015271	23400004542201458	NÃO	29941	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	13.62%	22/07/2016	0.00%	14/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
MA	Godofredo Viana	1015272	23400004604201421	NÃO	34748	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	22.97%	03/08/2016	2.27%	28/03/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
AM	São Paulo de Olivença	1015273	23400004544201447	NÃO	30082	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	36.21%	27/07/2016	34.96%	12/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
MA	Governador Luiz Rocha	1015274	23400004607201465	SIM	29634	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Contratação	21.62%		16.65%	25/01/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
BA	Alcobaça	1015275	23400004546201436	NÃO	29973	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	48.26%	27/07/2016	40.59%	18/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
BA	Alcobaça	1015276	23400004546201436	NÃO	29973	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	89.04%	25/07/2016	82.05%	18/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PA	Cachoeira do Arari	1015277	23400004442201421	NÃO	29787	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	77.93%	16/08/2016	72.41%	08/04/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Alcobaça	1015278	23400004546201436	NÃO	29973	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	36.29%	27/07/2016	27.83%	18/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
MA	Jenipapo dos Vieiras	1015279	23400004608201418	NÃO	29650	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	92.37%	26/07/2016	2.92%	18/08/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
BA	Alcobaça	1015280	23400004546201436	NÃO	29973	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	74.19%	27/07/2016	51.22%	18/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
MA	Jenipapo dos Vieiras	1015281	23400004608201418	NÃO	29650	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Concluída	99.98%	23/03/2016	18.19%	22/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
RS	Jari	1015282	23400004516201420	NÃO	24133	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	100.00%	24/07/2015	99.25%	25/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
BA	Anagé	1015283	23400004547201481	NÃO	30101	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	51.80%	05/08/2016	11.83%	15/07/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Baixa Grande	1015284	23400004549201470	NÃO	29975	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	100.00%	11/01/2016	99.46%	18/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Baixa Grande	1015285	23400004549201470	NÃO	29975	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	99.47%	16/12/2015	99.57%	18/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Baixa Grande	1015286	23400004549201470	NÃO	29975	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	100.00%	02/05/2016	99.46%	18/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RS	Jari	1015287	23400004515201485	NÃO	24130	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Concluída	100.00%	10/03/2015	85.26%	07/01/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Banzaê	1015288	23400004550201402	NÃO	30108	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	92.52%	09/08/2016	0.00%	27/05/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Barra do Choça	1015289	23400004551201449	NÃO	29976	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	52.49%	16/08/2016	1.78%	09/02/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Belmonte	1015291	23400004553201438	NÃO	30114	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Concluída	99.99%	12/07/2016	91.72%	28/01/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	NÃO
BA	Brejões	1015292	23400004554201482	NÃO	30116	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Paralisada	45.45%	17/06/2016	31.23%	20/07/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Cabaceiras do Paraguaçu	1015293	23400004555201427	NÃO	30119	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	53.54%	18/08/2016	37.88%	16/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Campo Alegre de Lourdes	1015294	23400004556201471	NÃO	30122	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	100.00%	29/06/2016	29.14%	19/03/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Canápolis	1015295	23400004560201430	SIM	33970	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	38.74%	20/08/2016	0.11%	28/03/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Canápolis	1015296	23400004560201430	SIM	33970	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	42.79%	10/08/2016	22.49%	28/03/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Chorrochó	1015298	23400004562201429	NÃO	29984	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	28.89%	12/08/2016	30.40%	14/04/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Chorrochó	1015299	23400004562201429	NÃO	29984	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	28.81%	12/08/2016	19.15%	14/04/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PA	Pacajá	1015300	23400004443201476	NÃO	29798	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	0.00%		0.00%	23/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Jaguarari	1015301	23400004564201418	NÃO	29990	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	52.68%	11/08/2016	40.19%	19/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
BA	Jaguarari	1015303	23400004564201418	NÃO	29990	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	52.15%	11/08/2016	36.57%	19/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PA	Pacajá	1015305	23400004443201476	NÃO	29798	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	30.56%	05/08/2016	0.00%	23/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PA	Pacajá	1015307	23400004443201476	NÃO	29798	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Concluída	99.99%	12/04/2016	99.90%	04/06/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PA	Pacajá	1015312	23400004443201476	NÃO	29798	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	95.26%	17/08/2016	0.00%	24/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
PA	Pau D Arco	1015313	23400004445201465	NÃO	43719	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	68.72%	01/07/2016	2.49%	23/01/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Riachão do Jacuípe	1015316	23400004570201475	NÃO	29995	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	46.86%	12/08/2016	15.16%	15/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Ubatã	1015319	23400004573201417	NÃO	30169	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	32.10%	25/07/2016	6.46%	16/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PA	Placas	1015320	23400004446201418	NÃO	29803	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	94.35%	19/08/2016	36.01%	10/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Várzea da Roça	1015321	23400004574201453	NÃO	30172	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	65.80%	08/07/2016	46.94%	11/12/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	SIM
CE	Alto Santo	1015322	23400004575201406	NÃO	30177	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	59.23%	02/08/2016	12.71%	13/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
CE	Cascavel	1015325	23400004577201497	NÃO	30182	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	77.46%	11/08/2016	25.56%	21/12/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
CE	Crateús	1015326	23400004578201431	NÃO	30183	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	78.16%	13/07/2016	44.81%	14/12/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Croatá	1015327	23400004579201486	NÃO	34071	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	37.33%	25/08/2016	18.14%	22/10/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
PA	São Caetano de Odivelas	1015328	23400004447201454	NÃO	29808	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	37.30%	16/06/2016	18.22%	24/10/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
CE	Cruz	1015329	23400004580201419	NÃO	30185	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	62.93%	08/08/2016	32.86%	13/03/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
CE	Ererê	1015330	23400004581201455	NÃO	30187	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	13.42%	19/08/2016	0.27%	09/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
PB	São Bento	1015331	23400004456201445	NÃO	29841	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	36.61%	29/08/2016	28.74%	10/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
CE	Morrinhos	1015332	23400004582201408	NÃO	30000	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	59.23%	20/07/2016	24.19%	30/09/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Morrinhos	1015333	23400004582201408	NÃO	30000	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	41.78%	28/07/2016	25.52%	30/09/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
CE	Morrinhos	1015334	23400004582201408	NÃO	30000	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	71.18%	04/08/2016	39.37%	15/09/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
CE	Pedra Branca	1015335	23400004583201444	NÃO	30195	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	100.00%	26/10/2015	20.38%	17/03/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Pentecoste	1015336	23400004584201499	NÃO	30196	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	84.70%	18/07/2016	83.35%	30/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Pires Ferreira	1015337	23400004585201433	NÃO	30003	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	89.14%	19/07/2016	83.60%	28/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
CE	Pires Ferreira	1015338	23400004585201433	NÃO	30003	2014	PAR	TD	Municipal	Espaço Educativo - 01 Sala	Execução	93.19%	15/06/2016	19.16%	16/03/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
CE	Tamboril	1015339	23400004586201488	NÃO	30206	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	78.01%	22/08/2016	30.07%	16/03/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
CE	Tarrafas	1015340	23400004588201477	NÃO	34615	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	100.00%	21/01/2016	26.84%	18/05/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Tarrafas	1015341	23400004588201477	NÃO	34615	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	100.00%	15/06/2016	27.35%	18/05/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Tejuçuoca	1015343	23400004590201446	NÃO	30210	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Paralisada	32.95%	11/07/2016	17.73%	13/03/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
ES	Itaguaçu	1015344	23400004592201435	NÃO	34625	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Concluída	99.99%	13/07/2016	99.08%	28/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
GO	Abadiânia	1015345	23400004594201424	NÃO	30215	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Paralisada	22.08%	01/08/2016	18.97%	26/04/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
GO	Ipiranga de Goiás	1015346	23400004596201413	NÃO	34730	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	33.05%	25/08/2016	9.83%	31/07/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Ivolândia	1015347	23400004598201411	NÃO	30224	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	50.24%	19/08/2016	41.56%	01/06/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Niquelândia	1015348	23400004601201498	NÃO	30231	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Paralisada	12.61%	10/08/2016	10.64%	21/08/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
PE	Araripina	1015352	23400004457201490	NÃO	29849	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	65.52%	15/08/2016	59.85%	25/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
MA	Milagres do Maranhão	1015353	23400004626201491	NÃO	29656	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	29.98%	26/07/2016	25.49%	17/02/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
PE	Araripina	1015354	23400004457201490	SIM	29849	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Licitação	32.48%		38.51%	25/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PE	Araripina	1015355	23400004457201490	NÃO	29849	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	42.68%	19/07/2016	33.36%	11/03/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PE	Araripina	1015356	23400004457201490	NÃO	29849	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	88.36%	24/08/2016	68.91%	25/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
PE	Caetés	1015358	23400004459201489	NÃO	29853	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	33.74%	01/08/2016	32.57%	26/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
MA	Olho d'Água das Cunhãs	1015362	23400004627201436	NÃO	29659	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	4.37%	18/08/2016	0.00%	12/08/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
PI	Cristino Castro	1015363	23400004464201491	NÃO	29898	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	44.20%	14/06/2016	30.78%	24/11/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
PR	Cerro Azul	1015364	23400004468201470	NÃO	31447	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	39.57%	05/08/2016	9.15%	30/07/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
MA	Palmeirândia	1015365	23400004628201481	NÃO	29660	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	27.04%	27/06/2016	19.90%	13/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Palmeirândia	1015367	23400004628201481	NÃO	29660	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	26.28%	27/06/2016	18.50%	13/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
PR	Flor da Serra do Sul	1015369	23400004475201471	NÃO	32415	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Concluída	99.99%	02/08/2016	25.69%	30/06/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
MA	Paulo Ramos	1015370	23400004629201425	NÃO	29662	2014	PAR	TD	Municipal	Espaço Educativo - 01 Sala	Em Reformulação	0.00%		0.00%	14/08/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
PR	Irati	1015371	23400004503201451	NÃO	32454	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	81.90%	26/08/2016	15.99%	15/01/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
MA	Paulo Ramos	1015372	23400004629201425	NÃO	29662	2014	PAR	TD	Municipal	Espaço Educativo - 01 Sala	Execução	27.82%	16/05/2016	21.85%	29/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Paulo Ramos	1015373	23400004629201425	NÃO	29662	2014	PAR	TD	Municipal	Espaço Educativo - 01 Sala	Execução	31.74%	18/02/2016	19.92%	29/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Paulo Ramos	1015374	23400004629201425	NÃO	29662	2014	PAR	TD	Municipal	Espaço Educativo - 01 Sala	Execução	27.77%	16/05/2016	10.54%	29/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
MA	Paulo Ramos	1015375	23400004629201425	NÃO	29662	2014	PAR	TD	Municipal	Espaço Educativo - 01 Sala	Execução	27.65%	18/02/2016	26.98%	29/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Paulo Ramos	1015376	23400004629201425	NÃO	29662	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	21.17%	18/02/2016	5.16%	29/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
